Date,PH,AMMONIA,TEMP,DO,TURBIDITY
15-03-2022 07:59,9.7,0.7,23.78,3.3,151.4
15-03-2022 08:19,9,0.9,27.23,2.7,230.8
15-03-2022 08:39,9.4,0.7,25.12,5.9,231.5
15-03-2022 08:59,8.2,1,38.87,6,105.3
15-03-2022 09:19,8.4,0.3,28.3,3.2,190.8
15-03-2022 09:39,7.1,0.7,34.49,3.6,123.7
15-03-2022 09:59,7.4,0.2,36.47,2.8,266.8
15-03-2022 10:19,6.5,0.8,41.72,2.5,161.1
15-03-2022 10:39,9,0.9,29.08,2.4,215
15-03-2022 10:59,6.6,0.5,21.07,2.9,187.4
15-03-2022 11:19,7.8,0.4,38.97,1.2,244.4
15-03-2022 11:39,9.9,0.2,22.23,6.2,153.1
15-03-2022 11:59,6.9,0.6,27.09,6.3,243
15-03-2022 12:19,8.8,0.4,32,5.3,255
15-03-2022 12:39,9.2,1,21.73,1.9,103.1
15-03-2022 12:59,6.7,1,29.26,2.2,158.2
15-03-2022 13:19,9.4,0.3,36.97,1.8,215.7
15-03-2022 13:39,9.6,0.8,22.17,4.4,121.9
15-03-2022 13:59,7.9,0.6,32.61,3.3,164.1
15-03-2022 14:19,9.3,0.5,21.82,4.2,290.6
15-03-2022 14:39,6.3,0.7,31.94,3,139.3
15-03-2022 14:59,7,0.3,25.86,4.5,196.1
15-03-2022 15:19,7.7,0.4,34.44,6.4,292.1
15-03-2022 15:39,9.6,0.7,29.4,3.5,295.7
15-03-2022 15:59,9.6,0.7,36.19,2.5,277.7
15-03-2022 16:19,7.4,0.3,35.91,3.8,220.6
15-03-2022 16:39,6.2,0.2,29.4,2.3,146.8
15-03-2022 16:59,9,0.8,41.55,2.6,248.5
15-03-2022 17:19,8.7,0.4,29.08,4.6,104.1
15-03-2022 17:39,6.9,0.9,29.94,5.5,218.9
15-03-2022 17:59,9.6,1,37.99,5.6,120.3
15-03-2022 18:19,10,0.8,32.76,1.8,191.7
15-03-2022 18:39,7.8,0.7,24.06,6.1,248
15-03-2022 18:59,10,0.2,39.2,1.1,123.2
15-03-2022 19:19,6.6,0.5,39.96,4.4,112.2
15-03-2022 19:39,6.4,0.9,29.52,5.1,230.3
15-03-2022 19:59,8.2,0.7,25.66,6.5,255.3
15-03-2022 20:19,9.7,0.2,40.56,1.7,180.1
15-03-2022 20:39,7.8,0.8,40.02,5.3,296
15-03-2022 20:59,7.1,0.5,41.53,4.8,292.2
15-03-2022 21:19,8.4,0.6,34.12,4.5,162
15-03-2022 21:39,9.7,1,39.7,5.8,203.1
15-03-2022 21:59,8.8,0.2,40.23,5.2,127
15-03-2022 22:19,8,0.5,21.78,1.5,159
15-03-2022 22:39,9.3,0.8,24.42,5.8,141.5
15-03-2022 22:59,7.8,0.9,29.83,5.5,254.2
15-03-2022 23:19,9.7,0.7,33.7,4.1,167.6
15-03-2022 23:39,6.8,1,26.75,5.2,213.5
15-03-2022 23:59,6.2,0.3,35.65,6.1,257.3
16-03-2022 00:19,9.9,0.3,34.1,3.8,222.5
16-03-2022 00:39,10,0.8,27.43,1,240.2
16-03-2022 00:59,9.5,0.4,41.26,6,233.4
16-03-2022 01:19,9.2,0.9,30.16,1.3,274.5
16-03-2022 01:39,8.6,0.9,41.92,6.3,142.2
16-03-2022 01:59,9.6,1,26.02,2.7,161.4
16-03-2022 02:19,6.3,0.7,36.93,2.1,153.2
16-03-2022 02:39,9.5,0.7,24.37,5.8,142.6
16-03-2022 02:59,9.8,1,29.33,1.3,134.6
16-03-2022 03:19,9.5,1,37.64,3.5,214
16-03-2022 03:39,7.1,0.2,33.28,6.1,259.9
16-03-2022 03:59,10,0.5,28.72,3.5,108.1
16-03-2022 04:19,8.9,1,25.43,2.3,286.5
16-03-2022 04:39,9.5,0.8,26.97,6.3,187.5
16-03-2022 04:59,6.7,0.9,34.61,2.1,230.4
16-03-2022 05:19,8.9,0.4,26.29,4.5,170.6
16-03-2022 05:39,8.6,0.8,29.93,4.5,206.6
16-03-2022 05:59,9.9,0.7,37.04,3,103.7
16-03-2022 06:19,9.9,0.5,32.93,5.7,184
16-03-2022 06:39,9.4,0.2,23.11,1.7,251.9
16-03-2022 06:59,8.4,0.9,24.04,4.8,282.6
16-03-2022 07:19,6.7,0.4,36.7,6.3,224.4
16-03-2022 07:39,6.4,0.8,38.44,2.8,248.9
16-03-2022 07:59,7,0.2,33.24,2.3,276.8
16-03-2022 08:19,6.1,0.4,26.67,4.5,287.1
16-03-2022 08:39,7.9,0.6,33.92,3.6,116.6
16-03-2022 08:59,9.2,1,31.22,6,167.9
16-03-2022 09:19,6.4,1,41.19,5.2,262.2
16-03-2022 09:39,6.4,0.9,36.87,5.1,212.1
16-03-2022 09:59,8.2,0.7,30.26,5.4,282.3
16-03-2022 10:19,8.7,0.3,21.24,5,280.1
16-03-2022 10:39,7.9,0.9,40.85,4.1,155.4
16-03-2022 10:59,6.1,0.8,39.22,5,174.1
16-03-2022 11:19,8.1,0.8,31.76,2.3,218.5
16-03-2022 11:39,6.1,0.8,38.97,4,179.5
16-03-2022 11:59,6.1,0.8,36.79,2.5,195.9
16-03-2022 12:19,6.4,0.4,27.5,3.8,143.6
16-03-2022 12:39,8.7,0.5,30.8,1.1,199.5
16-03-2022 12:59,8.9,0.2,37.01,4.4,120.3
16-03-2022 13:19,9,0.9,22.51,1.2,162.7
16-03-2022 13:39,9.5,0.9,26.82,2,225.5
16-03-2022 13:59,7.6,0.3,23.31,5,107.4
16-03-2022 14:19,9.7,0.9,31.24,5.8,160.2
16-03-2022 14:39,7.9,0.7,25.71,3.4,115.6
16-03-2022 14:59,7.8,0.6,27.85,1.8,241.2
16-03-2022 15:19,6.4,0.5,40.7,5.5,102.4
16-03-2022 15:39,8.2,0.8,34.78,6.4,104.8
16-03-2022 15:59,9.6,0.6,27.24,1.6,238.4
16-03-2022 16:19,8.6,0.2,31.27,2.6,168.5
16-03-2022 16:39,7.8,0.8,31.33,5,296.5
16-03-2022 16:59,7.5,0.8,21.95,6.4,119.8
16-03-2022 17:19,9.1,0.9,22.09,4.8,156.8
16-03-2022 17:39,7.7,0.9,41.23,3.6,231.2
16-03-2022 17:59,9.9,0.8,28.02,1.1,123.2
16-03-2022 18:19,10,0.5,22.66,6.2,174.1
16-03-2022 18:39,6.7,0.5,31.4,5.7,179.1
16-03-2022 18:59,8.8,0.4,27.74,1.9,183.5
16-03-2022 19:19,7.6,0.9,21.7,4.5,265.2
16-03-2022 19:39,8.6,0.5,21.51,4.5,110.9
16-03-2022 19:59,7.8,0.7,39.37,1.6,124.8
16-03-2022 20:19,6.5,1,38.86,1.2,172.5
16-03-2022 20:39,7.2,0.8,41.73,6.4,180.2
16-03-2022 20:59,9.5,0.5,26.96,3,188.2
16-03-2022 21:19,7.3,0.6,28.83,3.9,271
16-03-2022 21:39,8.2,0.9,21.22,4.4,155.7
16-03-2022 21:59,9.4,0.8,35.57,2.3,102.3
16-03-2022 22:19,8.5,0.9,25.78,2.1,139.4
16-03-2022 22:39,9.4,0.8,35.74,1.2,233.5
16-03-2022 22:59,6.9,0.5,21.71,2.3,240
16-03-2022 23:19,8.6,0.2,25.17,2.3,191.1
16-03-2022 23:39,9.2,0.5,28.45,5.8,147.9
16-03-2022 23:59,6.8,0.7,22.24,1.2,268.8
17-03-2022 00:19,8.2,0.7,25.45,2.1,179.9
17-03-2022 00:39,8.5,0.2,40.58,2.8,204.8
17-03-2022 00:59,6.3,0.7,41.17,3.2,241.6
17-03-2022 01:19,8.7,0.3,40.62,4.3,288.6
17-03-2022 01:39,7.8,0.3,23.56,1.2,199.7
17-03-2022 01:59,8.8,1,23.22,2.5,137
17-03-2022 02:19,9.8,0.9,28.51,5,203.3
17-03-2022 02:39,6.4,0.8,37.67,3.8,112
17-03-2022 02:59,6.7,0.2,33.14,2.6,178.7
17-03-2022 03:19,9.6,0.7,28.95,3.9,118.9
17-03-2022 03:39,6.1,0.6,30.11,1.3,215.4
17-03-2022 03:59,7.6,0.2,36.89,6.5,184.2
17-03-2022 04:19,8.5,0.5,39.39,5,272.2
17-03-2022 04:39,9,0.7,21.28,1.9,299.2
17-03-2022 04:59,9.5,0.7,29.42,4.4,197.9
17-03-2022 05:19,6.7,0.3,24.83,1.6,111.5
17-03-2022 05:39,8.9,0.4,23.48,2.7,251.5
17-03-2022 05:59,9,0.5,36.89,6.2,219.6
17-03-2022 06:19,9.2,0.3,21.06,6.3,208.2
17-03-2022 06:39,9,0.9,28.2,4.2,221.7
17-03-2022 06:59,8.4,0.8,35.47,1.5,113.3
17-03-2022 07:19,9,0.7,24.4,5.2,190.7
17-03-2022 07:39,7.9,0.7,25.77,1.5,246.1
17-03-2022 07:59,7.1,0.8,31.45,6.3,275.2
17-03-2022 08:19,6.1,0.3,32.79,3.7,284.1
17-03-2022 08:39,7.4,0.5,29.88,4.3,210.8
17-03-2022 08:59,8.6,0.9,30.52,1.9,257.7
17-03-2022 09:19,8.6,0.5,39.72,3.2,170.7
17-03-2022 09:39,6.4,0.7,23.5,3.6,211.6
17-03-2022 09:59,8.8,0.3,39.63,1.7,199.3
17-03-2022 10:19,7.3,0.9,22.14,5.4,237.9
17-03-2022 10:39,9.1,0.9,33.93,6.2,101.3
17-03-2022 10:59,8.5,0.2,27.74,1.4,142.8
17-03-2022 11:19,9.7,0.2,39.79,2.7,287.2
17-03-2022 11:39,9.3,0.7,36.58,1,296.7
17-03-2022 11:59,6.2,0.2,29.52,5,213.8
17-03-2022 12:19,6.7,1,29.89,3.7,176.6
17-03-2022 12:39,7.8,0.6,30.97,2.7,278.3
17-03-2022 12:59,6.7,0.3,25.09,5.1,129.4
17-03-2022 13:19,10,0.4,24.58,2.9,126.3
17-03-2022 13:39,9.7,0.3,40.35,3.1,181.7
17-03-2022 13:59,7.2,0.4,41.5,1.5,240.5
17-03-2022 14:19,6.4,0.7,30.38,1.3,273.1
17-03-2022 14:39,6.8,0.5,22.85,1,100.2
17-03-2022 14:59,9.4,0.9,29.75,3.9,267.8
17-03-2022 15:19,7.3,0.4,29.82,5.4,273.6
17-03-2022 15:39,6.8,0.5,24.62,4.8,145.2
17-03-2022 15:59,9.1,0.7,37.09,5.7,220.8
17-03-2022 16:19,9.1,0.7,26.58,1.8,285.2
17-03-2022 16:39,6.2,0.3,26.34,1.6,289.3
17-03-2022 16:59,9.8,0.2,22.72,3.3,208
17-03-2022 17:19,7.4,0.7,29.28,6.2,293.5
17-03-2022 17:39,8.2,0.9,37.58,3.7,294.7
17-03-2022 17:59,6.8,0.4,33.16,6.1,224.9
17-03-2022 18:19,7.9,0.4,30.08,6.1,105.4
17-03-2022 18:39,8.3,0.9,32.17,3.5,292.6
17-03-2022 18:59,9.7,0.2,28.46,1.7,120.3
17-03-2022 19:19,7,0.2,24.41,2.9,107
17-03-2022 19:39,9.3,0.7,28.14,2.2,170.2
17-03-2022 19:59,6.1,0.2,30.28,5.3,228.5
17-03-2022 20:19,9.4,0.8,28.25,3.1,270
17-03-2022 20:39,8.9,0.8,33.74,2.9,179.5
17-03-2022 20:59,7.5,0.9,32.17,6,135.9
17-03-2022 21:19,8.3,0.2,23.45,2.3,285.2
17-03-2022 21:39,9.1,0.8,26.25,4.5,267.5
17-03-2022 21:59,8.1,0.7,39.15,3.3,274.2
17-03-2022 22:19,9.1,0.5,32.24,1.2,267.2
17-03-2022 22:39,9.2,0.2,31.61,5.7,117.2
17-03-2022 22:59,7.7,0.2,28.83,3,100.4
17-03-2022 23:19,7.6,0.7,39.21,3.9,297.1
17-03-2022 23:39,9.1,0.2,41.55,3.9,112.6
17-03-2022 23:59,7.5,0.5,27.65,1.7,296.1
18-03-2022 00:19,9.4,0.4,26.32,3.5,191.9
18-03-2022 00:39,6.6,1,30.3,3.7,121.7
18-03-2022 00:59,9.1,0.3,25.87,1.1,252.3
18-03-2022 01:19,9.6,0.9,31.69,3,242
18-03-2022 01:39,8.2,0.4,27.51,1.4,174.3
18-03-2022 01:59,8.5,0.3,34.69,2,205.3
18-03-2022 02:19,9.3,0.3,37.25,2.1,145.5
18-03-2022 02:39,7.9,0.5,25.57,4.8,108.4
18-03-2022 02:59,7.9,0.6,28.51,3.1,202.6
18-03-2022 03:19,8.1,0.4,26.88,2.7,135.7
18-03-2022 03:39,6.5,0.6,30.38,4.5,232.4
18-03-2022 03:59,8.1,0.6,22.8,4.4,164.5
18-03-2022 04:19,6.3,0.6,23.9,5.6,119.8
18-03-2022 04:39,6.6,0.6,37.26,5.6,198.1
18-03-2022 04:59,9,0.8,23.15,4.1,215.7
18-03-2022 05:19,8.6,0.9,41.77,1,241.4
18-03-2022 05:39,8,1,41.09,4.7,241.1
18-03-2022 05:59,8.8,0.2,26.58,1.8,158.6
18-03-2022 06:19,6.5,0.8,23.18,1.6,200.5
18-03-2022 06:39,7.2,0.5,24,5.3,175.6
18-03-2022 06:59,6.2,1,29.53,2,177.4
18-03-2022 07:19,7.3,0.5,21.88,4.4,136.1
18-03-2022 07:39,9.2,0.4,28.75,3.4,264.2
18-03-2022 07:59,6.7,0.2,21.26,3.6,201.8
18-03-2022 08:19,7.4,0.8,35.71,5.8,151.9
18-03-2022 08:39,9,0.4,41.3,1.1,108.3
18-03-2022 08:59,8.3,0.3,28.07,3.5,208.9
18-03-2022 09:19,6.3,0.2,42,1.7,149.8
18-03-2022 09:39,7.4,0.8,27.37,2.1,254.6
18-03-2022 09:59,6.5,0.9,26.6,1.8,124.6
18-03-2022 10:19,6.2,0.3,23.21,1.6,238.9
18-03-2022 10:39,8.8,0.6,27.21,4,226
18-03-2022 10:59,6.7,0.6,37.6,2.3,284.6
18-03-2022 11:19,9.1,0.3,38.81,4.5,158.3
18-03-2022 11:39,8.9,0.9,39.12,6,217.6
18-03-2022 11:59,6.2,0.4,25.85,4,192.5
18-03-2022 12:19,6.2,0.3,29.84,5.3,284.7
18-03-2022 12:39,7.1,0.5,38.1,5.3,269.2
18-03-2022 12:59,7.6,0.5,35.39,1.7,192.4
18-03-2022 13:19,7.3,0.5,35.44,3.3,106.6
18-03-2022 13:39,9,0.7,34.32,3.2,104.1
18-03-2022 13:59,7.1,0.4,39.71,4.4,218.7
18-03-2022 14:19,8.9,1,39,4.6,270.6
18-03-2022 14:39,8.3,0.9,41.27,5.3,218.3
18-03-2022 14:59,7.4,0.5,31.72,4.2,249.6
18-03-2022 15:19,9.8,0.4,25.74,2.8,242.8
18-03-2022 15:39,9.5,0.3,37.36,2,243.4
18-03-2022 15:59,9.7,0.8,36.67,4.3,207.1
18-03-2022 16:19,8.7,0.7,30.28,2.7,190.4
18-03-2022 16:39,9.8,0.4,33.12,3.3,238
18-03-2022 16:59,7.9,0.5,31.76,6.1,136.1
18-03-2022 17:19,6.3,1,25.66,3.9,291.2
18-03-2022 17:39,9.6,0.5,35.21,2.1,122.6
18-03-2022 17:59,7.5,0.7,24.13,1.1,202.4
18-03-2022 18:19,8.2,1,37.29,5.4,241.6
18-03-2022 18:39,8.9,0.3,37.11,3.9,269.9
18-03-2022 18:59,8.3,0.5,28.03,4.2,199
18-03-2022 19:19,8,0.7,29.03,2.7,153.8
18-03-2022 19:39,7.7,0.2,27.14,5.5,240.5
18-03-2022 19:59,6.6,0.8,23.61,4.4,188.6
18-03-2022 20:19,7.6,0.6,40.01,4.3,192.4
18-03-2022 20:39,6.4,1,29.84,6,281.7
18-03-2022 20:59,6.2,0.7,23.65,5.6,281.3
18-03-2022 21:19,6.6,1,33.28,2.1,295.3
18-03-2022 21:39,7.9,0.6,33.94,1,107.4
18-03-2022 21:59,8.6,0.9,31.32,5,121.8
18-03-2022 22:19,8.8,0.6,23.5,3.4,186.7
18-03-2022 22:39,10,0.4,30.53,4.7,249.6
18-03-2022 22:59,8.6,0.7,23.8,2.1,266.9
18-03-2022 23:19,6.1,0.9,35.71,1.1,259.4
18-03-2022 23:39,8,0.9,36.21,1.5,165.9
18-03-2022 23:59,8,0.7,34.18,6.4,146.4
19-03-2022 00:19,6.8,0.5,24.6,5,242
19-03-2022 00:39,8.4,0.8,34.87,4,149.5
19-03-2022 00:59,9.7,1,35.1,5.5,252.3
19-03-2022 01:19,6.3,0.5,38.67,3.1,275.1
19-03-2022 01:39,9.7,0.3,33.85,2.8,189.6
19-03-2022 01:59,9.3,0.9,34.09,5.6,284
19-03-2022 02:19,7.4,1,22.97,3.5,261.7
19-03-2022 02:39,8.5,0.5,40.19,4,150.9
19-03-2022 02:59,7.7,0.3,38.65,5.5,106
19-03-2022 03:19,6.9,1,37.72,2.6,239.6
19-03-2022 03:39,6.1,0.2,21.78,6.2,212.4
19-03-2022 03:59,9.9,0.2,29.31,5.3,263
19-03-2022 04:19,8.8,0.3,25.69,2.5,207.1
19-03-2022 04:39,6.6,0.3,32.43,3.6,296.8
19-03-2022 04:59,9.1,0.8,25.04,4.3,216.8
19-03-2022 05:19,9,0.7,36.7,2.9,252.9
19-03-2022 05:39,8.1,0.8,34.03,1.5,212.6
19-03-2022 05:59,7.8,0.2,27.01,4.5,106
19-03-2022 06:19,8.7,0.3,40.28,4.2,125.7
19-03-2022 06:39,7.3,0.4,29.46,4.9,211.3
19-03-2022 06:59,8.1,0.5,27.1,1.9,101.2
19-03-2022 07:19,9.9,1,24.92,6.1,247.4
19-03-2022 07:39,8.9,0.9,29.94,1.5,237.5
19-03-2022 07:59,8.8,0.5,24.46,3.7,211.8
19-03-2022 08:19,6.3,0.9,40.25,5.2,201.2
19-03-2022 08:39,7.5,0.7,35.17,2.1,152.7
19-03-2022 08:59,8.7,0.3,35.67,5.3,291.1
19-03-2022 09:19,9.6,0.8,40.76,4.9,100.2
19-03-2022 09:39,7.8,0.4,39.2,5.6,276.7
19-03-2022 09:59,6.2,1,33.79,3.2,112.2
19-03-2022 10:19,7.6,0.4,31.5,4.9,194.2
19-03-2022 10:39,8.2,0.7,40.61,5.2,202.3
19-03-2022 10:59,6.1,0.9,38.52,4.1,165.8
19-03-2022 11:19,6.2,0.4,27.6,2.6,165.3
19-03-2022 11:39,8.4,0.3,38.82,4.4,157.7
19-03-2022 11:59,6.2,0.8,27.27,6,119.4
19-03-2022 12:19,9.4,0.9,31.87,4.7,151.8
19-03-2022 12:39,9.9,0.7,31.15,1.5,212.7
19-03-2022 12:59,9,0.6,25.54,4,272
19-03-2022 13:19,9.4,0.5,22.16,6.1,110
19-03-2022 13:39,6.1,0.9,35.04,5.3,225.9
19-03-2022 13:59,7.7,0.9,29.47,4.6,227.1
19-03-2022 14:19,9.4,0.4,23.9,5.7,135.1
19-03-2022 14:39,9,0.8,39.86,5.9,220.1
19-03-2022 14:59,9.7,0.5,31.51,6.4,161.2
19-03-2022 15:19,7.4,0.7,39.91,4.9,185.3
19-03-2022 15:39,6.4,1,31.65,1.5,232.6
19-03-2022 15:59,10,0.2,36.37,1.6,144.3
19-03-2022 16:19,8.1,0.9,30.93,5.9,266.5
19-03-2022 16:39,6.3,0.2,39.63,2.8,100.7
19-03-2022 16:59,6.7,0.9,39.64,1,232.1
19-03-2022 17:19,6.3,0.4,28.48,2.4,111.3
19-03-2022 17:39,7.8,0.7,26.9,2.2,139.1
19-03-2022 17:59,6.7,0.9,37.74,4.1,171.1
19-03-2022 18:19,9.7,0.6,25.2,6.1,280.7
19-03-2022 18:39,9.8,0.8,36.37,4.7,273.6
19-03-2022 18:59,9.8,0.3,34.28,1.2,281.1
19-03-2022 19:19,6.1,0.4,28.37,4.6,105.3
19-03-2022 19:39,9.6,0.3,25.88,2.7,273.6
19-03-2022 19:59,6.2,0.6,36.67,1.2,128.9
19-03-2022 20:19,8.9,0.4,37.73,5.6,178.2
19-03-2022 20:39,8.1,0.3,38.52,2.5,290.9
19-03-2022 20:59,7.6,0.8,23.92,6.3,177.1
19-03-2022 21:19,9.2,0.8,27.48,3.1,249.7
19-03-2022 21:39,6.5,0.5,41.96,6.1,245.3
19-03-2022 21:59,10,0.7,24.96,5.5,241.9
19-03-2022 22:19,9.5,0.3,21.48,1,224.9
19-03-2022 22:39,6.7,0.5,36.43,4.1,126.6
19-03-2022 22:59,6.8,0.7,40.62,3.2,106.3
19-03-2022 23:19,7.4,1,26.3,1.4,290.1
19-03-2022 23:39,6.7,1,23.08,1.4,265.2
19-03-2022 23:59,8.2,0.5,24.8,1.8,195.7
20-03-2022 00:19,8.4,0.3,33.67,1.2,104.9
20-03-2022 00:39,6.8,0.9,28.09,5.8,213.8
20-03-2022 00:59,9.9,0.8,34.5,3.7,120.6
20-03-2022 01:19,9,0.5,40.77,1,270.8
20-03-2022 01:39,9.3,0.9,36.96,5.9,111.4
20-03-2022 01:59,8.3,0.2,28.81,4.1,256.8
20-03-2022 02:19,7.9,0.5,34.5,2.8,201.7
20-03-2022 02:39,8.8,0.6,28.72,3.2,260.3
20-03-2022 02:59,6.8,0.4,25.71,3.4,247
20-03-2022 03:19,8.9,0.7,37.67,2.3,139
20-03-2022 03:39,7.9,0.4,32.34,5,277.5
20-03-2022 03:59,8.7,1,23.49,2.1,268.1
20-03-2022 04:19,9.3,0.3,38.86,5.2,200.7
20-03-2022 04:39,8.1,0.2,30.05,2,267.2
20-03-2022 04:59,9.3,0.9,29.44,6.2,188.8
20-03-2022 05:19,9.7,0.7,28.82,5.1,191.4
20-03-2022 05:39,8.3,0.6,26.45,5.7,202.7
20-03-2022 05:59,8.4,0.4,38.96,1.4,163
20-03-2022 06:19,8.8,0.2,40.88,2.2,213.9
20-03-2022 06:39,9.2,0.4,37.54,5,241.1
20-03-2022 06:59,7.9,0.6,36.05,4.8,218.6
20-03-2022 07:19,6.8,0.3,30.27,5.8,146.3
20-03-2022 07:39,10,0.5,29.33,5.4,210.1
20-03-2022 07:59,7,0.6,39.86,4.3,151.1
20-03-2022 08:19,8.5,0.4,28.29,6.5,130.1
20-03-2022 08:39,7.4,0.2,36.14,6.5,188.2
20-03-2022 08:59,7.1,0.7,23.45,1.9,192.6
20-03-2022 09:19,6.5,0.7,22.76,5.8,113.8
20-03-2022 09:39,8.6,0.6,33.97,1.8,192.2
20-03-2022 09:59,10,1,29.35,3,239.6
20-03-2022 10:19,6.8,0.6,27.95,3.1,161.9
20-03-2022 10:39,8.5,0.6,24.6,1,171.9
20-03-2022 10:59,7.5,0.6,34.64,3.9,158.6
20-03-2022 11:19,8.2,0.9,31.16,1.6,145.5
20-03-2022 11:39,7.9,1,23.87,2.4,114.3
20-03-2022 11:59,6.2,1,40.47,2.2,265.9
20-03-2022 12:19,7.2,0.8,26.48,4.4,109.8
20-03-2022 12:39,9.4,0.2,25.48,1.9,284
20-03-2022 12:59,8,0.5,21.38,1.7,106.5
20-03-2022 13:19,9.7,0.9,40.24,2.6,265.6
20-03-2022 13:39,7.3,0.9,32.3,5.8,291.5
20-03-2022 13:59,7,1,39.71,2.4,134.2
20-03-2022 14:19,9.5,0.9,39.69,2.1,179.5
20-03-2022 14:39,7.4,0.5,38.38,2.7,214.4
20-03-2022 14:59,8.9,0.7,33.62,5.7,165.7
20-03-2022 15:19,7.4,0.3,36.3,4.6,143.2
20-03-2022 15:39,7.7,0.3,27.09,1,290.3
20-03-2022 15:59,9.7,0.8,32.79,4.1,262.3
20-03-2022 16:19,6.4,0.5,28.94,3.9,266.2
20-03-2022 16:39,8.9,0.7,24.36,2.5,143.6
20-03-2022 16:59,6.3,0.8,22.65,4.1,297
20-03-2022 17:19,6.9,0.9,41.54,3.1,196.2
20-03-2022 17:39,9.5,0.9,33.21,6.2,140.3
20-03-2022 17:59,9.8,0.2,39.29,1.1,130
20-03-2022 18:19,6.2,0.7,24.47,1.9,223.4
20-03-2022 18:39,8.2,0.3,22.62,3,210.8
20-03-2022 18:59,7.1,0.7,26.05,1.7,210.7
20-03-2022 19:19,7.7,0.4,30.38,3,157.6
20-03-2022 19:39,9.3,0.7,31.36,4.9,113.6
20-03-2022 19:59,6.5,0.7,28.73,1.8,144.8
20-03-2022 20:19,6.7,0.3,30.84,5.4,127
20-03-2022 20:39,8.4,0.7,24.42,3.3,297.8
20-03-2022 20:59,8.1,0.3,25.53,5.4,169.2
20-03-2022 21:19,9.3,0.4,22.35,4.9,132.3
20-03-2022 21:39,7.6,0.2,40.91,2.8,265.2
20-03-2022 21:59,9.4,0.7,28.57,2.8,294.3
20-03-2022 22:19,9.2,0.5,26.54,6,289.9
20-03-2022 22:39,8.2,0.5,37.22,5.4,286.6
20-03-2022 22:59,6.9,0.8,31.92,6.4,285
20-03-2022 23:19,9.6,0.7,36.64,3.9,227.3
20-03-2022 23:39,9.8,0.8,37.57,5.7,111.2
20-03-2022 23:59,6.5,0.3,23.42,5.9,254.7
21-03-2022 00:19,9.3,0.2,38.75,5.7,241.9
21-03-2022 00:39,9,0.8,27.45,6.3,273.9
21-03-2022 00:59,9.3,0.9,27.47,3,281.2
21-03-2022 01:19,6.4,0.7,26.3,2.3,147.3
21-03-2022 01:39,9.3,0.6,38.53,5.1,184.5
21-03-2022 01:59,6.3,0.5,27.8,1.1,297.9
21-03-2022 02:19,8.4,0.7,39.11,2.5,278.7
21-03-2022 02:39,7.5,0.8,36.03,3.1,291
21-03-2022 02:59,8.6,0.3,23.01,2.3,107.5
21-03-2022 03:19,9.1,0.3,41.6,1.3,234.1
21-03-2022 03:39,9.7,0.9,29.43,5.8,211.8
21-03-2022 03:59,9.4,0.4,29.34,3.2,271.1
21-03-2022 04:19,8,1,25.85,2.8,160.6
21-03-2022 04:39,8,0.9,26.59,3.1,152.4
21-03-2022 04:59,8.8,0.3,24.46,5.5,179.6
21-03-2022 05:19,9,0.8,38.36,2,121.7
21-03-2022 05:39,10,0.6,24.8,3.6,213.4
21-03-2022 05:59,8.4,0.4,37.19,5.4,231
21-03-2022 06:19,8.3,0.8,35.03,6.5,210.7
21-03-2022 06:39,8.7,0.9,28.42,1.7,103.5
21-03-2022 06:59,9.5,0.3,39.29,2.1,120.7
21-03-2022 07:19,9.2,0.2,32.68,4.9,188.9
21-03-2022 07:39,6.3,0.3,27.51,4.7,163.5
21-03-2022 07:59,8.3,0.9,26.27,2.2,261.3
21-03-2022 08:19,9.2,0.2,24.11,4.3,294.4
21-03-2022 08:39,9.4,0.4,41.64,1.3,220.6
21-03-2022 08:59,7.3,0.8,30.84,5.6,140.2
21-03-2022 09:19,6.1,0.3,27.89,3.4,204.8
21-03-2022 09:39,9,0.3,41.77,3.6,108.4
21-03-2022 09:59,6.4,0.8,40.27,4.3,167
21-03-2022 10:19,6.9,0.7,25.73,3.6,245.9
21-03-2022 10:39,9.8,0.8,28.93,5.2,227.3
21-03-2022 10:59,6.7,0.9,39.22,5.8,132.8
21-03-2022 11:19,9.1,0.3,39.54,1.5,208.8
21-03-2022 11:39,8.1,0.8,33.13,4.5,137.2
21-03-2022 11:59,9.1,0.3,32.01,4.2,129.5
21-03-2022 12:19,9.4,0.4,27.93,6.5,230
21-03-2022 12:39,9.1,1,24.43,4.1,277.4
21-03-2022 12:59,8.4,0.7,38.65,2.4,156.4
21-03-2022 13:19,10,0.5,25.81,4.6,165.7
21-03-2022 13:39,9.4,0.5,23.05,1,158.7
21-03-2022 13:59,6.4,0.9,37.95,1.4,175.8
21-03-2022 14:19,8.3,0.7,40.19,3.2,280.7
21-03-2022 14:39,7.5,0.7,30.33,2.3,180.7
21-03-2022 14:59,8.1,0.4,39.16,1.2,234.2
21-03-2022 15:19,8.3,0.9,36.94,6.1,130
21-03-2022 15:39,6.5,0.5,41.03,2.3,208.7
21-03-2022 15:59,6.5,0.5,36.27,4.2,128.3
21-03-2022 16:19,6.9,1,28.84,1.9,238.2
21-03-2022 16:39,6.7,0.9,27,1.2,232.7
21-03-2022 16:59,7.8,0.5,25.05,5,227.4
21-03-2022 17:19,7.8,0.8,34.43,4.4,250.3
21-03-2022 17:39,7.8,0.8,24.77,3,233.1
